0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,10,20,30,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,20,34,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,33,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,13,20,34,6,6,0,6,0,0,15,20,34,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,32,0,0,0,0,0,6,0,0,0,0,13,20,31,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
